40,"""Heat of the Moment""",Asia,Rock,Group
41,"""Take It Easy on Me""",Little River Band,Soft rock,Group
42,"""Pac-Man Fever""",Buckner & Garcia,"Pop  rock, novelty",Group
43,"""That Girl""",Stevie Wonder,"Electropop, R&B",Group
44,"""Private Eyes""",Hall & Oates,Pop,Group
45,"""Trouble""",Lindsey Buckingham,None,Group
46,"""Making Love""",Roberta Flack,Smooth soul,Female
47,"""Love's Been a Little Bit Hard on Me""",Juice Newton,Pop,Female
48,"""Young Turks""",Rod Stewart,Synth-popnew wave,Male
49,"""Freeze-Frame""",The J. Geils Band,Dance-rocknew wave,Group
50,"""Keep the Fire Burnin'""",REO Speedwagon,Rock,Group
51,"""Do You Believe in Love""",Huey Lewis and the News,Pop rock,Group
52,"""Cool Night""",Paul Davis,None,Male
53,"""Caught Up In You""",.38 Special,"Southern rock, hard rock",Group
54,"""Why Do Fools Fall In Love?""",Diana Ross,"Doo-wop, rock and roll",Female
55,"""Love in the First Degree""",Alabama,Country pop,Group
56,"""Hooked On Classics""",Royal Philharmonic Orchestra,Classical disco,Group
57,"""Wasted on the Way""","Crosby, Stills & Nash","Folk rock, rock",Group
58,"""Think I'm in Love""",Eddie Money,Hard rock,Male
59,"""Love Is in Control (Finger on the Trigger)""",Donna Summer,None,Female
60,"""Personally""",Karla Bonoff,"Adult contemporary, soft rock",Male
61,"""One Hundred Ways""",Quincy Jones featuring James Ingram,Soul jazzquiet storm,Male
62,"""Blue Eyes""",Elton John,None,Male
63,"""Our Lips Are Sealed""",The Go-Go's,Power popnew wave,Group
64,"""You Could Have Been with Me""",Sheena Easton,Pop,Female
65,"""You Can Do Magic""",America,"Soft rock, pop rock",Group
66,"""Did It in a Minute""",Hall & Oates,Pop rock,Group
67,"""I Ran (So Far Away)""",A Flock of Seagulls,New wavesynth-pop,Group
68,"""Somebody's Baby""",Jackson Browne,Rock,Male
69,"""Oh No""",Commodores,"Pop, R&B",Group
70,"""Take It Away""",Paul McCartney,Pop,Male
71,"""It's Gonna Take a Miracle""",Deniece Williams,Pop,Female
72,"""Love Will Turn You Around""",Kenny Rogers,Country,Male
73,"""Don't Stop Believin'""",Journey,Rock,Group
74,"""Comin' In and Out of Your Life""",Barbra Streisand,Adult contemporary,Female
75,"""Gloria""",Laura Branigan,Pop,Female
76,"""Empty Garden (Hey Hey Johnny)""",Elton John,Rock,Male
77,"""Yesterday's Songs""",Neil Diamond,Pop,Male
78,"""Crimson and Clover""",Joan Jett & The Blackhearts,Psychedelic pop,Female
79,"""Every Little Thing She Does Is Magic""",The Police,New wave,Group
80,"""Here I Am""",Air Supply,Soft rock,Group
81,"""I Keep Forgettin' (Every Time You're Near)""",Michael McDonald,Blue-eyed soulsoft rockquiet storm,Male
82,"""Get Down on It""",Kool & the Gang,"Funk, post-disco",Group
83,"""Any Day Now""",Ronnie Milsap,None,Male
84,"""Make a Move on Me""",Olivia Newton-John,Dance-pop,Female
85,"""Take My Heart (You Can Have It If You Want It)""",Kool & the Gang,Funk,Group
86,"""Mirror Mirror""",Diana Ross,RockR&Bpoppost-disco,Female
87,"""Vacation""",The Go-Go's,New wave,Group
88,"""Oh, Pretty Woman""",Van Halen,Rock and roll,Group
89,"""Should I Do It""",The Pointer Sisters,Country,Female
90,"""Hot in the City""",Billy Idol,New wave,Male
91,"""Kids in America""",Kim Wilde,Power pop,Female
92,"""Man on Your Mind""",Little River Band,Rock,Group
93,"""What's Forever For""",Michael Murphey,Power pop,Male
94,"""Waiting on a Friend""",The Rolling Stones,Pop rock,Group
95,"""Do I Do""",Stevie Wonder,Post-disco,Group
96,"""Working for the Weekend""",Loverboy,Hard rockpower pop,Group
97,"""Goin' Down""",Greg Guidry,Soft rock,Male
98,"""Arthur's Theme (Best That You Can Do)""",Christopher Cross,Pop,Male
99,"""Through the Years""",Kenny Rogers,Country pop,Male
100,"""Edge of Seventeen""",Stevie Nicks,Rock,Female
1,"""The First Time Ever I Saw Your Face""",Roberta Flack,Soul,Group
2,"""Alone Again (Naturally)""",Gilbert O'Sullivan,Soft rock,Male
3,"""American Pie""",Don McLean,Folk rock,Male
4,"""Without You""",Harry Nilsson,None,Male
5,"""The Candy Man""",Sammy Davis Jr.,"Vocal jazz, swing, traditional pop",Male
6,"""I Gotcha""",Joe Tex,Funk,Male
7,"""Lean on Me""",Bill Withers,Soul,Male
8,"""Baby, Don't Get Hooked on Me""",Mac Davis,Country pop,Male
9,"""Brand New Key""",Melanie,Folkpopsoft rock,Female
10,"""Daddy Don't You Walk So Fast""",Wayne Newton,Pop,Male
11,"""Let's Stay Together""",Al Green,Soul,Male
12,"""Brandy (You're a Fine Girl)""",Looking Glass,Soft rock,Group
13,"""Oh Girl""",The Chi-Lites,"R&B, soul",Group
14,"""Nice to Be with You""",Gallery,Soft rock,Group
15,"""My Ding-a-Ling""",Chuck Berry,Pop rocknovelty,Male
16,"""(If Loving You Is Wrong) I Don't Want to Be Right""",Luther Ingram,Soul,Male
17,"""Heart of Gold""",Neil Young,Folk rockcountry rocksoft rock,Male
18,"""Betcha by Golly, Wow""",The Stylistics,"Soul, Philly soul",Group
19,"""I'll Take You There""",The Staple Singers,Funk,Male
20,"""Ben""",Michael Jackson,Popadult contemporary,Male
21,"""The Lion Sleeps Tonight""",Robert John,Rhythm and bluesdoo-wop,Male
22,"""Outa-Space""",Billy Preston,"Funk, psychedelic soul",Male
23,"""Slippin' into Darkness""",War,Funk,Group
24,"""Long Cool Woman in a Black Dress""",The Hollies,Swamp rock,Group
25,"""How Do You Do""",Mouth & MacNeal,Pop rock,Group
26,"""Song Sung Blue""",Neil Diamond,"Rock, country pop, adult contemporary, soft rock",Male
27,"""A Horse with No Name""",America,Folk rock,Group
28,"""Popcorn""",Hot Butter,Synth-pop,Group
29,"""Everybody Plays the Fool""",The Main Ingredient,Soul,Group
30,"""Precious and Few""",Climax,Soft rock,Group
31,"""(Last Night) I Didn't Get to Sleep at All""",The 5th Dimension,Pop,Group
32,"""Nights in White Satin""",The Moody Blues,Symphonic rockproto-progpop,Group
33,"""Go All the Way""",Raspberries,Power popsoft rock,Group
34,"""Too Late to Turn Back Now""",Cornelius Brothers & Sister Rose,R&B,Male
35,"""Back Stabbers""",The O'Jays,R&B,Group
36,"""Down by the Lazy River""",The Osmonds,None,Group
37,"""Sunshine""",Jonathan Edwards,"Country folk, country rock, pop",Male
38,"""Starting All Over Again""",Mel and Tim,Pop,Group
39,"""Day After Day""",Badfinger,Pop rock,Group
40,"""Rocket Man""",Elton John,Soft rock,Male
41,"""Rockin' Robin""",Michael Jackson,Rock and roll,Male
42,"""Beautiful Sunday""",Daniel Boone,Pop rock,Male
43,"""Scorpio""",Dennis Coffey,None,Male
44,"""Morning Has Broken""",Cat Stevens,Christian hymn (composer Martin Shaw),Male
45,"""City of New Orleans""",Arlo Guthrie,"Folk, Country",Male
46,"""Garden Party""",Ricky Nelson,Country rock,Male
47,"""I Can See Clearly Now""",Johnny Nash,"Reggae, soul, R&B",Male
48,"""Burning Love""",Elvis Presley,Rock,Male
49,"""Clean Up Woman""",Betty Wright,"Soul, funk",Female
50,"""Hold Your Head Up""",Argent,"Hard rock, progressive rock",Group
51,"""Jungle Fever""",The Chakachas,Funkproto-disco,Group
52,"""Everything I Own""",Bread,Soft rock,Group
53,"""In the Rain""",The Dramatics,Soul,Group
54,"""Look What You Done for Me""",Al Green,Soul,Male
55,"""The Happiest Girl in the Whole U.S.A.""",Donna Fargo,"Country, Pop",Female
56,"""Bang a Gong (Get it On)""",T. Rex,Glam rock,Group
57,"""Mother and Child Reunion""",Paul Simon,Pop rock,Male
58,"""Where Is the Love""",Roberta Flack & Donny Hathaway,Soul,Female
59,"""I'm Still in Love with You""",Al Green,Soul,Male
60,"""Layla""",Derek and the Dominos,Rock,Group
61,"""Day Dreaming""",Aretha Franklin,Soul,Female
62,"""The Way of Love""",Cher,"chanson, pop",Female
63,"""Black and White""",Three Dog Night,Pop,Group
64,"""Sylvia's Mother""",Dr. Hook & the Medicine Show,"Country rock, pop",Group
65,"""Hurting Each Other""",The Carpenters,Pop,Group
66,"""Coconut""",Harry Nilsson,Novelty,Male
67,"""Puppy Love""",Donny Osmond,Pop,Male
68,"""You Don't Mess Around with Jim""",Jim Croce,Folk rock,Male
69,"""Hot Rod Lincoln""",Commander Cody and His Lost Planet Airmen,Rock and roll,Group
70,"""A Cowboy's Work Is Never Done""",Sonny & Cher,Pop,Group
71,"""Joy""",Apollo 100,None,Group
72,"""Anticipation""",Carly Simon,Rock,Female
73,"""Never Been to Spain""",Three Dog Night,Rock,Group
74,"""Kiss an Angel Good Mornin'""",Charley Pride,Country,Male
75,"""School's Out""",Alice Cooper,Hard rockglam rock,Group
76,"""Saturday in the Park""",Chicago,Soft rock,Group
77,"""Drowning in the Sea of Love""",Joe Simon,Soul,Male
78,"""Use Me""",Bill Withers,"Soul, funk",Male
79,"""Family Affair""",Sly & the Family Stone,Funkpsychedelic soul,Group
80,"""Troglodyte (Cave Man)""",The Jimmy Castor Bunch,Funk,Male
81,"""The Witch Queen of New Orleans""",Redbone,Swamp rock,Group
82,"""Freddie's Dead""",Curtis Mayfield,"Funk, soul",Male
83,"""Power of Love""",Joe Simon,Soul,Male
84,"""Ain't Understanding Mellow""",Jerry Butler & Brenda Lee Eager,Chicago soul,Male
85,"""Taxi""",Harry Chapin,Folk rock,Male
86,"""Don't Say You Don't Remember""",Beverly Bremers,"Pop, Soft Rock",Female
87,"""Sealed with a Kiss""",Bobby Vinton,Pop,Male
88,"""I Saw the Light""",Todd Rundgren,Poppower popsoft rock,Group
89,"""Motorcycle Mama""",Sailcat,Country rock,Group
90,"""Day by Day""",Original Cast of Godspell,Folk rock,Group
91,"""Roundabout""",Yes,Progressive rock,Group
92,"""Doctor My Eyes""",Jackson Browne,Soft rock,Male
93,"""I'd Like to Teach the World to Sing (In Perfect Harmony)""",The New Seekers,None,Male
94,"""Vincent""",Don McLean,Folk,Male
95,"""Baby Let Me Take You (In My Arms)""",The Detroit Emeralds,Soul,Group
96,"""Speak to the Sky""",Rick Springfield,Pop rock,Male
97,"""I'd Like to Teach the World to Sing (In Perfect Harmony)""",The Hillside Singers,None,Group
98,"""Walkin' in the Rain with the One I Love""",Love Unlimited,R&B,Male
99,"""Get on the Good Foot""",James Brown,Funk,Male
100,"""Pop That Thang""",The Isley Brothers,Funk,Group
1,"""Stranger on the Shore""",Acker Bilk,Easy listening • Jazz,Male
2,"""I Can't Stop Loving You""",Ray Charles,Country,Male
3,"""Mashed Potato Time""",Dee Dee Sharp,"R&B, pop",Female
4,"""Roses Are Red (My Love)""",Bobby Vinton,Pop,Male
5,"""The Stripper""",David Rose,Jazz,Male
6,"""Johnny Angel""",Shelley Fabares,Pop,Female
7,"""The Loco-Motion""",Little Eva,"Pop, rhythm and blues",Female
8,"""Let Me In""",The Sensations,None,Group
9,"""The Twist""",Chubby Checker,"Rock and roll, pop",Male
10,"""Soldier Boy""",The Shirelles,R&B,Group
11,"""Hey! Baby""",Bruce Channel,Pop,Male
12,"""The Wanderer""",Dion,Rhythm and blues,Male
13,"""Duke of Earl""",Gene Chandler,"R&B, doo-wop",Male
14,"""Palisades Park""",Freddy Cannon,Rock and roll,Male
15,"""Breaking Up Is Hard to Do""",Neil Sedaka,"Brill Building, doo-wop",Male
16,"""Wolverton Mountain""",Claude King,Country,Male
17,"""Slow Twistin'""",Chubby Checker & Dee Dee Sharp,R&Brock and rollsoul,Male
18,"""It Keeps Right On a-Hurtin'""",Johnny Tillotson,Country,Male
19,"""The One Who Really Loves You""",Mary Wells,Soul,Female
20,"""Good Luck Charm""",Elvis Presley,Rock and rollpop,Male
21,"""Midnight in Moscow""",Kenny Ball,None,Male
22,"""Sheila""",Tommy Roe,"Pop rock, rockabilly, Lubbock sound",Male
23,"""Twistin' the Night Away""",Sam Cooke,Rhythm and blues,Male
24,"""The Wah-Watusi""",The Orlons,R&B,Group
25,"""Peppermint Twist""",Joey Dee and the Starliters,Rock and roll,Group
26,"""Break It to Me Gently""",Brenda Lee,"Vocal, country",Female
27,"""Playboy""",The Marvelettes,Rhythm and blues,Group
28,"""Ramblin' Rose""",Nat King Cole,None,Male
29,"""Sealed with a Kiss""",Brian Hyland,Pop,Male
30,"""She Cried""",Jay and the Americans,Rock,Group
31,"""Don't Break the Heart That Loves You""",Connie Francis,Country,Female
32,"""Dear Lady Twist""",Gary U.S. Bonds,Rock and roll,Male
33,"""Norman""",Sue Thompson,None,Female
34,"""Love Letters""",Ketty Lester,Pop,Female
35,"""Party Lights""",Claudine Clark,R&B,Female
36,"""Cotton Fields""",The Highwaymen,None,Group
37,"""Alley Cat""",Bent Fabric,Pop,Male
38,"""Twist and Shout""",The Isley Brothers,Rock and roll,Group
39,"""Theme from Dr. Kildare (Three Stars Will Shine Tonight)""",Richard Chamberlain,None,Male
40,"""Tuff""",Ace Cannon,Blues rock,Male
41,"""Lover Please""",Clyde McPhatter,Rock and roll,Male
42,"""I Know (You Don't Love Me No More)""",Barbara George,R&B,Female
43,"""Young World""",Ricky Nelson,Ballad,Male
44,"""Baby It's You""",The Shirelles,None,Group
45,"""Speedy Gonzales""",Pat Boone,Pop,Male
46,"""A Little Bitty Tear""",Burl Ives,"Country, pop, Nashville sound",Male
47,"""Crying in the Rain""",The Everly Brothers,None,Group
48,"""Al di là""",Emilio Pericoli,None,Male
49,"""Shout! Shout! (Knock Yourself Out)""",Ernie Maresca,"Rock and roll, doo-wop",Male
50,"""What's Your Name""",Don and Juan,None,Group
51,"""Smoky Places""",The Corsairs,Doo-wop,Group
52,"""Having a Party""",Sam Cooke,"Rhythm and blues, soul",Male
53,"""Green Onions""",Booker T. & the M.G.'s,Instrumental rocksoulR&B,Group
54,"""You Don't Know Me""",Ray Charles,Country,Male
55,"""Sherry""",The Four Seasons,Doo-woppoppop rock,Group
56,"""Johnny Get Angry""",Joanie Sommers,Pop,Female
57,"""Can't Help Falling in Love""",Elvis Presley,Pop,Male
58,"""Shout""",Joey Dee and the Starliters,Rock and roll,Group
59,"""Rinky Dink""","Dave ""Baby"" Cortez",Pop,Male
60,"""Moon River""",Henry Mancini,Traditional pop,Male
61,"""Ahab the Arab""",Ray Stevens,Novelty,Male
62,"""Things""",Bobby Darin,Pop rock,Male
63,"""(The Man Who Shot) Liberty Valance""",Gene Pitney,Country pop,Male
64,"""You Belong to Me""",The Duprees,"Ballad, traditional pop",Group
65,"""Dream Baby (How Long Must I Dream)""",Roy Orbison,Rockabilly,Male
66,"""Snap Your Fingers""",Joe Henderson,R&B,Male
67,"""Lovers Who Wander""",Dion,Rock and roll,Male
68,"""Let's Dance""",Chris Montez,"Rock and roll, garage rock",Male
69,"""Cindy's Birthday""",Johnny Crawford,None,Male
70,"""You Beat Me to the Punch""",Mary Wells,Soul,Female
71,"""You'll Lose a Good Thing""",Barbara Lynn,Rhythm and blues,Female
72,"""Uptown""",The Crystals,None,Male
73,"""Everybody Loves Me But You""",Brenda Lee,Vocal,Female
74,"""Patches""",Dickey Lee,Pop,Male
75,"""Venus in Blue Jeans""",Jimmy Clanton,None,Male
76,"""Love Me Warm and Tender""",Paul Anka,None,Male
77,"""Teen Age Idol""",Rick Nelson,Pop,Male
78,"""She's Got You""",Patsy Cline,Countrypolitan,Female
79,"""Dear One""",Larry Finnegan,Pop,Male
80,"""Her Royal Majesty""",James Darren,Rock and roll,Male
81,"""Old Rivers""",Walter Brennan,Country,Male
82,"""Funny Way of Laughin'""",Burl Ives,Folk,Male
83,"""A Swingin' Safari""",Billy Vaughn,None,Male
84,"""Tell Me""",Dick and Dee Dee,None,Group
85,"""PT-109""",Jimmy Dean,Country Pop,Male
86,"""Little Diane""",Dion,Rock and roll,Male
87,"""Percolator (Twist)""",Billy Joe and the Checkmates,None,Male
88,"""Twist, Twist Senora""",Gary U.S. Bonds,Rock and roll,Male
89,"""Twistin' Matilda""",Jimmy Soul,None,Male
90,"""Gravy (For My Mashed Potatoes)""",Dee Dee Sharp,None,Female
91,"""Walk on the Wild Side""",Jimmy Smith,None,Male
92,"""Soul Twist""",King Curtis,R&B,Group
93,"""I'll Never Dance Again""",Bobby Rydell,Pop,Male
94,"""I'm Blue (The Gong-Gong Song)""",The Ikettes,"R&B, Soul",Female
95,"""Where Have All the Flowers Gone?""",The Kingston Trio,None,Male
96,"""(Girls, Girls, Girls) Made to Love""",Eddie Hodges,None,Male
97,"""Town Without Pity""",Gene Pitney,None,Male
98,"""If I Had a Hammer""","Peter, Paul and Mary",Folk,Female
99,"""I Wish That We Were Married""",Ronnie & the Hi-Lites,None,Group
100,"""Surfin' Safari""",The Beach Boys,Surf rock,Group
1,"""Blue Tango""",Leroy Anderson,None,Male
2,"""Wheel of Fortune""",Kay Starr,None,Female
3,"""Cry""",Johnnie Ray & The Four Lads,Pop,Male
4,"""You Belong to Me""",Jo Stafford,"Ballad, traditional pop",Female
5,"""Auf Wiederseh'n Sweetheart""",Vera Lynn,Traditional pop,Female
6,"""Half as Much""",Rosemary Clooney,"Country & Western, Honky-tonk, Country blues",Female
7,"""Wish You Were Here""",Eddie Fisher,None,Male
8,"""I Went to Your Wedding""",Patti Page,Popular music,Female
9,"""Here in My Heart""",Al Martino,Easy listening,Male
10,"""Delicado""",Percy Faith,None,Male
11,"""Kiss of Fire""",Georgia Gibbs,Tango,Female
12,"""Anytime""",Eddie Fisher,None,Male
13,"""Tell Me Why""",The Four Aces,None,Male
14,"""Blacksmith Blues""",Ella Mae Morse,None,Female
15,"""Jambalaya (On the Bayou)""",Jo Stafford,"Country & western, honky-tonk, country blues",Female
16,"""Botch-a-Me (Ba-Ba-Baciami Piccina)""",Rosemary Clooney,None,Female
17,"""A Guy Is a Guy""",Doris Day,None,Female
18,"""The Little White Cloud That Cried""",Johnnie Ray,Pop,Male
19,"""High Noon""",Frankie Laine,None,Male
20,"""I'm Yours""",Eddie Fisher,None,Male
21,"""The Glow-Worm""",Mills Brothers,None,Male
22,"""It's in the Book""",Johnny Standley,Pop,Male
23,"""Slow Poke""",Pee Wee King,None,Male
24,"""Walkin' My Baby Back Home""",Johnnie Ray,Jazz,Male
25,"""Meet Mister Callaghan""",Les Paul,Jazz,Male
26,"""I'm Yours""",Don Cornell,None,Male
27,"""I'll Walk Alone""",Don Cornell,"Popular music, Musical film",Male
28,"""Tell Me Why""",Eddie Fisher,None,Male
29,"""Trying""",The Hilltoppers,Traditional pop,Group
30,"""Please, Mr. Sun""",Johnnie Ray & The Four Lads,Pop,Male
1 (1),"""Prisoner of Love""",Perry Como,Popular music,Male
2 (2),"""To Each His Own""",Eddy Howard,"Popular music, Pop standard",Male
3 (3),"""The Gypsy""",Ink Spots,None,Group
4 (4),"""Five Minutes More""",Frank Sinatra,None,Male
5 (5),"""Rumors Are Flying""",Frankie Carle,None,Male
6 (6),"""Oh! What It Seemed to Be""",Frankie Carle,None,Male
7 (7),"""Personality""",Johnny Mercer and The Pied Pipers,None,Group
8 (8),"""South America, Take It Away""",Bing Crosby and The Andrews Sisters,None,Male
9 (9),"""The Gypsy""",Dinah Shore,None,Female
10 (10),"""Oh! What It Seemed to Be""",Frank Sinatra,None,Male
11 (11),"""Surrender""",Perry Como,None,Male
12 (12),"""Doctor, Lawyer, Indian Chief""",Betty Hutton,None,Female
13 (13),"""Let It Snow! Let It Snow! Let It Snow!""",Vaughn Monroe,None,Group
14 (14),"""To Each His Own""",Freddy Martin,"Popular music, Pop standard",Male
15 (15),"""Ole Buttermilk Sky""",Kay Kyser,None,Male
16 (16),"""To Each His Own""",Ink Spots,"Popular music, Pop standard",Group
17 (17),"""Symphony""",Freddy Martin,None,Male
18 (18),"""The Old Lamp-Lighter""",Sammy Kaye,None,Male
19 (19),"""I Can't Begin to Tell You""",Bing Crosby and Carmen Cavallaro,None,Male
19 (19),"""I'm a Big Girl Now""",Sammy Kaye,None,Male
20 (21),"""Symphony""",Bing Crosby,None,Male
21 (22),"""The Gypsy""",Sammy Kaye,None,Male
21 (22),"""Doin' What Comes Natur'lly""",Dinah Shore with the Spade Cooley Orchestra,None,Female
22 (24),"""Laughing on the Outside (Crying on the Inside)""",Dinah Shore,None,Female
23 (25),"""Five Minutes More""",Tex Beneke with the Glenn Miller Orchestra,None,Male
24 (26),"""Laughing on the Outside (Crying on the Inside)""",Andy Russell,None,Male
25 (27),"""Hey! Ba-Ba-Re-Bop""",Tex Beneke with the Glenn Miller Orchestra,"Swing, jump blues",Male
25 (28),"""They Say It's Wonderful""",Perry Como,None,Male
25 (28),"""To Each His Own""",Tony Martin,"Popular music, Pop standard",Male
26 (30),"""You Won't Be Satisfied (Until You Break My Heart)""",Les Brown,None,Male
27 (31),"""Symphony""",Benny Goodman,None,Male
28 (32),"""Oh! What It Seemed to Be""",Charlie Spivak,None,Male
28 (32),"""Doin' What Comes Natur'lly""",Freddy Martin,None,Male
28 (32),"""The Old Lamp-Lighter""",Kay Kyser,None,Male
29 (35),"""Oh! What It Seemed to Be""",Dick Haymes and Helen Forrest,None,Male
30 (36),"""Rumors Are Flying""",The Andrews Sisters and Les Paul Trio,None,Female
31 (37),"""Dig You Later (A Hubba-Hubba-Hubba)""",Perry Como,None,Male
32 (38),"""Symphony""",Jo Stafford,None,Female
33 (39),"""To Each His Own""",The Modernaires and Paula Kelly,"Popular music, Pop standard",Group
34 (40),"""Sioux City Sue""",Bing Crosby and the Jesters,"Popular, western, folk",Male
35 (41),"""(I Love You) For Sentimental Reasons""",King Cole Trio,None,Male
